image_id,red_median,red_iqr,green_iqr,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_InterquartileRange,original_firstorder_Range,original_glcm_Autocorrelation,original_gldm_LargeDependenceEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_ngtdm_Strength,mel_keratosis,neither
ISIC_0006114,223,8,14,179.0,188.0,4.0,80.0,8.771198467535138,4.703155818540434,1.6105788785768236,0.189529984998414,2.003930552070569,0.2828825678448839,0,1
ISIC_0006193,203,39,68,129.0,138.0,5.0,31.0,3.956101245370439,4.890134529147982,1.466629310010989,0.3772448416858286,1.807877847503696,0.1739130434782608,0,1
ISIC_0006326,194,30,44,178.0,191.0,6.0,50.0,3.854420142225069,5.513540621865597,1.5691555448434586,0.4349287700977491,2.128318862536989,0.1224492755374557,0,1
ISIC_0006350,189,12,34,148.0,155.0,4.0,51.0,8.058956073099905,4.984132708258204,1.479517735495712,0.2013985801498469,2.4525858625855106,0.0850114377538247,0,1
ISIC_0006612,223,18,35,161.0,169.0,5.0,54.0,8.858782155426322,5.401174989509022,2.0986037620511904,0.2392165086877131,2.0330707451553214,1.0198966819569653,0,1
ISIC_0006711,224,59,100,163.0,170.0,3.0,31.0,3.9975728155339807,5.375455018200728,1.6296892916358163,0.4094690814921036,1.923620627015689,0.0,0,1
ISIC_0006776,197,12,23,147.0,166.0,9.0,89.0,8.337107353120295,5.217928073000537,1.9443536591180053,0.2466338153946387,2.4997598177154976,0.1811823109184317,0,1
ISIC_0006795,227,11,26,142.0,149.0,4.0,24.0,1.254806250234337,5.14478417266187,1.615387371361058,1.5086318052562335,2.245012316798811,0.0385232744783306,0,1
ISIC_0006800,195,22,44,137.0,142.0,3.0,31.0,1.0150531122452364,5.362583518930958,1.575333094695493,1.5702856710980642,1.972991138002172,0.2758620689655172,0,1
ISIC_0006940,190,14,24,133.0,155.0,12.0,49.0,5.610306452013194,4.963266901133255,1.573233411131643,0.3516233950305421,2.883484406356936,0.0576787807737397,0,1
ISIC_0006982,182,6,19,145.0,158.0,6.0,63.0,2.684177817929936,4.619865113427346,1.5136587502874803,0.836435808162201,2.6623528320715777,0.0366248233569932,0,1
ISIC_0007038,206,14,31,134.0,144.0,5.0,24.0,1.0,5.699673049976647,1.6049973173075711,1.6049973173075711,1.939675250969368,0.0,0,1
ISIC_0007087,166,26,46,146.0,152.0,4.0,49.0,2.181120481971257,4.532857142857143,1.619989412631448,1.1314859469499563,2.6217422335085288,0.0279240776821067,0,1
ISIC_0007322,214,11,27,169.0,179.0,4.0,63.0,13.488896837168808,4.697924123120973,1.4786603167587953,0.1251656192663066,2.791245777289124,0.1331078592944136,0,1
ISIC_0007475,209,11,26,135.0,144.0,5.0,63.0,3.9942942879150247,5.160831088880339,1.5577872918053006,0.3946872414676502,1.921137186777515,1.858466274010714,0,1
ISIC_0007557,167,17,35,143.0,154.0,4.0,83.0,13.377486818457982,4.649713467048711,1.86245596101946,0.1487034279495588,2.755081259487142,0.1057638106761708,0,1
ISIC_0007693,201,14,40,160.0,163.0,2.0,30.0,1.0009881422924902,5.260273972602739,1.732133244449572,1.7316749338583015,1.91171247459654,1.3333333333333333,0,1
ISIC_0007760,140,16,22,112.0,134.0,12.0,154.0,6.064028656388363,4.761729045861888,1.4591253159044348,0.2871265151076385,2.820786191438054,0.5048934533484911,0,1
ISIC_0008029,182,23,44,152.0,166.0,7.0,97.0,15.579596760359884,4.958266452648475,1.5955149825296713,0.1058997575330843,2.2087401564706868,0.4618721818533,0,1
ISIC_0008116,211,5,16,135.0,151.0,8.0,46.0,4.581505940138195,5.30452203777905,1.58023779546846,0.3922754218407243,2.66594791460044,0.1049675090680989,0,1
ISIC_0008145,206,8,19,159.0,165.0,3.0,22.0,3.997584541062802,5.185915492957746,2.383265885702837,0.5963096817175775,1.8412405839855368,1.0,0,1
ISIC_0008207,174,56,30,121.0,142.0,12.0,81.0,7.904006941185528,4.394335511982571,1.4488954720302791,0.2081789093456938,2.520512742323116,0.0718933157860326,0,1
ISIC_0008236,221,5,16,157.0,161.0,2.0,16.0,3.99738219895288,4.482014388489208,1.642230091649388,0.4109659302643132,1.6368684589497642,1.3333333333333333,0,1
ISIC_0008256,185,21,45,147.0,154.0,4.0,48.0,7.318494624803455,3.673625608907446,1.3414990709527888,0.20698010904691,2.2423841487838256,0.0703802569168413,0,1
ISIC_0008280,218,13,33,155.0,159.0,2.0,14.0,4.0,5.289010321797207,2.819559558822379,0.7059504640630003,1.85630852293082,0.0,0,1
ISIC_0008294,225,10,21,138.10000000000002,150.0,6.0,37.0,4.544039372653187,4.998336106489185,1.5706943440789571,0.3743445146485491,2.3354106770128684,0.1752425203277556,0,1
ISIC_0008347,225,4,11,170.0,176.0,2.0,15.0,1.5459253225882528,5.166398282340311,1.566111594938216,1.3323811692874947,2.5875055740809665,0.0154738878143133,0,1
ISIC_0008396,196,4,10,167.0,172.0,2.0,41.0,4.0567011968661895,5.215066129959747,1.5553037377239136,0.3866462793377007,2.0215962813818265,0.277502168594848,0,1
ISIC_0008403,185,13,25,114.0,148.0,19.0,140.0,8.082584627450789,4.828804347826087,1.47837012459187,0.2229093142219129,2.8783246839025702,0.7224838667622709,0,1
ISIC_0008406,234,5,27,180.0,184.0,2.0,19.0,3.996879299955933,5.968992248062016,5.725892625417913,1.4318602796360196,1.9326495271494224,1.0,0,1
ISIC_0008507,218,25,53,165.0,169.0,2.0,19.0,1.0132849777994888,5.385694884563151,1.5364498679176155,1.5313303508440386,1.9183910063095275,0.4444444444444444,0,1
ISIC_0008528,220,8,19,167.0,173.0,3.0,58.0,1.064784581498756,4.404028886354998,1.5973765579557426,1.5719498216964978,1.8477409063933472,0.2245990695899865,0,1
ISIC_0008541,182,15,33,154.0,159.0,3.0,24.0,3.9980916030534353,5.239715591670899,1.5379082789732048,0.3871175430667271,1.8901866302949983,1.0,0,1
ISIC_0008552,223,12,24,158.0,164.0,2.0,24.0,3.9982758620689656,5.435625288417167,1.5893018746597616,0.3977279942851247,1.8707348725723951,1.0,0,1
ISIC_0008600,170,13,32,156.0,161.0,3.0,40.0,3.997974510108061,5.272177419354839,2.641024626147098,0.6621232396096361,1.907202977644352,1.3380376344086022,0,1
ISIC_0008626,240,13,40,174.0,177.0,2.0,18.0,3.072688341946203,4.667141403865717,1.4643087440315,0.6633924843450446,2.537992222243793,0.0036764705882352,0,1
ISIC_0008659,239,3,17,185.0,188.0,2.0,12.0,1.0,5.853051058530511,17.521261010955158,17.521261010955158,1.723995615804184,0.0,0,1
ISIC_0008785,156,10,21,128.0,156.0,17.0,108.0,5.500069346350767,4.913389306230667,1.488079484705609,0.3159182665562223,2.853085443517634,0.5136406319045513,0,1
ISIC_0008807,236,11,27,172.0,178.0,3.0,17.0,2.6637419215142595,5.218503937007874,3.486706634542759,2.6456001325319307,2.717966532771091,0.0116959064327485,0,1
ISIC_0008879,195,28,54,160.0,168.0,4.0,38.0,4.000067758711229,5.0379403794037945,1.5078750595925952,0.3787536308126495,1.844282870714424,1.338753387533875,0,1
ISIC_0008992,209,14,19,138.0,177.0,12.0,108.0,15.85782709101224,5.3159379407616365,2.186782676273502,0.1825241788240629,3.2140698600579705,0.2998062988438241,0,1
ISIC_0008993,209,11,24,165.0,176.0,6.0,48.0,5.317616701293623,5.030197444831591,1.5205875989980049,0.3252006603958849,2.5710103542636986,0.0501122725512969,0,1
ISIC_0008998,188,18,45,163.0,168.0,3.0,42.0,4.008269668523139,5.471338829996074,1.6145808548726337,0.403542019958259,1.904549460305464,0.3187700372077785,0,1
ISIC_0009035,192,6,14,150.0,160.0,5.0,58.0,3.718994069695926,5.034544371649791,1.682611400138306,0.5189093105041368,2.257658300861875,0.0585021324513711,0,1
ISIC_0009078,200,50,94,158.0,164.0,3.0,16.0,1.0,5.325635103926097,2.261542298929548,2.261542298929548,1.849564617994558,0.0,0,1
ISIC_0009083,208,5,13,159.0,165.0,3.0,25.0,1.0100289641814917,5.413211524947294,1.5531839443365096,1.5496626188578475,1.890306346248685,0.3,0,1
ISIC_0009160,160,25,37,138.0,157.0,11.25,85.0,5.884153287930586,5.175704989154013,1.5604046184442468,0.3086558734726617,2.8357348154095727,0.1260322550221635,0,1
ISIC_0009165,180,48,71,148.0,155.0,3.0,31.0,3.2736655785278583,4.929703652653343,1.5552229937204158,0.6263166089737926,2.482089884182757,0.0100233879051119,0,1
ISIC_0009188,235,3,16,166.0,173.0,4.0,21.0,1.0900132911248628,5.184573002754821,1.5734123720992368,1.540162397299754,2.084610456727118,0.0816326530612244,0,1
ISIC_0009252,236,27,67,208.0,217.0,4.0,62.0,4.042055466756933,5.327837965143664,1.881247132998885,0.4738295581404026,2.0555114379264983,0.8761868009012025,0,1
ISIC_0009297,207,14,39,161.0,171.0,4.0,34.0,4.026319432660478,5.821412090447623,3.224007808279525,0.8047496527101554,2.060358873943863,0.6403225414713526,0,1
ISIC_0009298,196,19,48,152.0,163.0,6.0,89.0,8.871684901171932,5.309003334568359,1.5253289481166266,0.1771257948894884,2.1872122954723614,0.5216872273577168,0,1
ISIC_0009344,211,5,19,169.0,176.0,3.0,15.0,1.6278840720958376,4.485470747772181,1.442402421378348,1.1928642252714647,2.444174190443273,0.0164948453608247,0,1
ISIC_0009430,174,21,38,138.0,147.0,5.0,33.0,4.184150710892884,5.083172147001934,1.5133942502003612,0.3713821932897292,2.119318544340044,0.2524035025869215,0,1
ISIC_0009504,201,18,36,148.0,158.0,5.0,54.0,8.179694983653237,4.696020874103066,1.8967709759014608,0.2810825377984008,2.3653453719198043,0.1759556215898703,0,1
ISIC_0009533,190,9,23,160.0,164.0,2.0,20.0,1.0,5.313813813813814,1.6339844128108,1.6339844128108,1.8653102268944373,0.0,0,1
ISIC_0009564,225,23,44,154.0,162.0,4.0,20.0,3.968953328093484,5.104794859120118,2.7064570958891903,0.6858776414064838,1.872216983118397,0.6666666666666666,0,1
ISIC_0009583,224,4,14,178.0,183.0,3.0,16.0,3.985035110377859,5.294919454770756,1.5354925498646463,0.3894453850464678,1.9394731146696544,1.0,0,1
ISIC_0009599,209,10,16,156.0,165.0,5.0,23.0,1.0,5.374020887728459,1.6759854587267211,1.6759854587267211,1.9279654119335288,0.0,0,1
ISIC_0009758,205,7,18,152.0,161.0,5.0,50.0,8.744650001779988,5.004531722054381,1.5963803152862337,0.1866483883533622,2.047260972385137,0.4081696878147029,0,1
ISIC_0009860,232,12,27,167.0,174.0,4.0,21.0,1.2428977493011493,5.304446119065561,10.1912289407111,10.096714528748985,2.247052437639515,0.0308483290488431,0,1
ISIC_0009868,169,35,56,162.0,181.0,10.0,49.0,5.429313214605548,4.640070921985815,1.434924426771124,0.3064196392110292,2.6522117520089377,0.0989710498779211,1,0
ISIC_0009869,173,55,91,154.0,164.0,5.0,29.0,3.865673201763427,5.852691218130311,2.786141924593931,0.7231512260028797,2.088239550516297,0.1420118343195266,0,1
ISIC_0009870,156,47,68,147.0,164.0,8.0,51.0,8.154276315789474,4.762845849802371,1.4640355274574173,0.192808085451327,2.317160772084458,0.3822288957095854,0,1
ISIC_0009871,215,18,45,164.0,181.0,7.0,34.0,2.86998737995842,5.077937649880096,1.6303827316651864,0.9163628930011924,2.757527080655347,0.0325644504748982,0,1
ISIC_0009872,227,23,39,140.0,156.0,10.0,38.0,6.589423948538821,4.627906976744186,1.4809987405840774,0.26245602917486,2.6611846792087697,0.2500166588925168,0,1
ISIC_0009873,182,8,24,160.0,172.0,6.0,72.0,4.21390110927543,5.105020196191576,1.4994742707367092,0.3677324673658328,2.1634300201931698,0.2249840485534213,0,1
ISIC_0009874,206,58,108,214.0,231.0,10.0,58.0,6.018306350264254,5.05,1.622226073980312,0.3100024619109007,2.8076223208361104,0.1449438202247191,0,1
ISIC_0009875,187,43,69,172.0,198.0,16.0,95.0,8.538032894198512,4.658653846153846,1.4921519143850424,0.1951644446537217,2.7413761953815383,0.1981453524465263,0,1
ISIC_0009877,231,27,50,226.0,237.0,6.0,45.0,3.873227232973425,5.437655860349127,1.5358512961259327,0.4330218868823592,2.213725767704622,0.0806537311464728,0,1
ISIC_0009879,187,5,16,171.0,181.0,6.0,25.0,2.8007968603417592,4.848505906879778,1.711776601810529,1.014364575085155,2.72732664786023,0.017391304347826,0,1
ISIC_0009880,216,39,84,212.0,254.0,33.0,56.0,9.081942677659418,4.785414920368818,1.479744274120066,0.2179066555514154,3.274628809913948,0.4472452945210698,0,1
ISIC_0009881,205,36,64,182.0,190.0,5.0,23.0,4.0,5.302270947533281,1.6447906027705623,0.411877169156585,1.7826094346141057,0.0,0,1
ISIC_0009882,159,52,66,168.0,175.0,4.0,20.0,1.3057891406019584,5.438923395445134,1.5764622909245416,1.435484080278394,2.444005775670848,0.0512820512820512,1,0
ISIC_0009883,179,56,72,181.0,188.0,3.0,21.0,3.9972222222222222,5.071481757259866,1.5636171593758763,0.3921910735050413,1.8502943211573784,1.3333333333333333,0,1
ISIC_0009884,127,40,59,148.0,154.0,2.0,77.0,14.164920315889308,4.316969050160085,1.4151640421193885,0.1074284511767365,2.378394027959972,0.1712317843389284,0,1
ISIC_0009885,150,61,78,181.0,189.0,4.0,61.0,9.0,5.495212038303694,1.554822427021473,0.1743912038149688,1.8318274120170617,0.0,0,1
ISIC_0009888,198,12,36,189.0,196.0,4.0,32.0,1.0118412813080082,5.125,1.498741078580791,1.4923798623082376,1.931235805320184,0.1846153846153846,0,1
ISIC_0009889,222,32,55,187.0,195.0,4.0,20.0,1.0,5.146845915201655,1.66984498388381,1.6680525047263233,1.854671739785332,0.0,0,1
ISIC_0009891,184,26,41,156.0,163.0,4.0,23.0,3.994185273790537,5.48440065681445,1.5654444354445023,0.3927949815109159,1.881342939684723,0.8,0,1
ISIC_0009895,187,52,59,185.0,212.0,14.0,73.0,11.981018377679275,5.196046128500824,1.654100374232985,0.1559201527138609,2.937290199749423,0.2520753026982934,0,1
ISIC_0009896,222,31,66,201.0,234.0,16.5,69.0,11.02397834276452,5.176689728579031,2.26340298498255,0.2987051506831159,2.9496053688340886,0.2887105091176819,0,1
ISIC_0009897,188,26,63,186.0,197.0,6.0,31.0,1.0661835839317644,5.456140350877193,1.5472684976455309,1.5168695664766094,2.0642389785263027,0.0983606557377049,1,0
ISIC_0009898,238,40,73,227.0,248.0,13.0,39.0,3.87463543696334,4.96039603960396,1.4973935971706378,0.4323334290019733,2.1844433442626805,0.1725508077123501,1,0
ISIC_0009899,172,7,22,147.0,164.0,9.0,47.0,3.392820124156384,4.489199491740788,1.421389899842069,0.5391060522611006,2.331569997850478,0.0192926045016077,0,1
ISIC_0009901,218,29,52,195.0,206.0,5.0,34.0,2.712291605400669,4.487068965517241,1.426899808081989,0.7709505549581182,2.53120988694003,0.0074859638178415,0,1
ISIC_0009902,226,20,51,190.0,205.0,8.0,40.0,6.116929559905725,4.684007707129094,1.4744396271696647,0.2844511146490344,2.652042075600593,0.0390108218523186,0,1
ISIC_0009905,193,48,64,182.0,199.0,9.0,86.0,4.263181946702471,4.806717737183265,1.4771335526804634,0.3798783765067021,2.3799254204648985,0.1319993098729015,1,0
ISIC_0009906,153,11,23,146.0,156.0,5.0,26.0,3.1860767620665955,4.71326164874552,1.4953195210467594,0.6740720015688173,2.53989250546651,0.0197044334975369,0,1
ISIC_0009909,192,43,63,121.0,154.0,22.0,55.0,4.523466299888738,4.52580927384077,1.4816683025059594,0.5245154359359152,3.003223170797125,0.0489370078740157,0,1
ISIC_0009910,227,45,73,215.0,248.0,21.0,69.0,8.017591377244774,4.678236914600551,1.4891115155879078,0.2251934216263183,2.966923962456703,0.1288903653584092,1,0
ISIC_0009911,221,59,96,228.0,251.0,13.0,47.0,4.786514068075943,4.496842105263158,1.4328503826218122,0.3838574299615356,2.6303007086243,0.062045753865665,0,1
ISIC_0009912,175,27,52,157.0,171.0,9.0,65.0,8.932919627671165,5.423703703703704,1.6055937501911453,0.1838357071848055,2.139718428530541,0.5004383975812547,0,1
ISIC_0009914,208,40,71,189.0,196.0,4.0,39.0,4.056010400384925,5.214580467675378,1.5677188707645917,0.3899324023548806,1.9436919928764949,0.3954829835381816,0,1
ISIC_0009915,236,24,52,217.0,243.0,16.0,75.0,7.511380569558076,4.906270627062706,1.4933235376766438,0.2458388672389086,2.7550011336352225,0.180075607560756,0,1
ISIC_0009917,178,8,23,154.0,164.0,5.0,61.0,3.957091750841751,5.065439672801636,1.9872703644880552,0.5117018077217713,1.945198759148137,0.5643984021854948,0,1
ISIC_0009918,107,73,55,127.0,175.0,33.0,174.0,43.87442007541209,4.450688073394495,1.4234402997441364,0.0355786317729748,3.243187357229468,0.805427939822496,1,0
ISIC_0009919,218,37,77,220.0,228.0,5.0,22.0,2.312575231159737,4.933247753530167,1.529068197762223,1.0115431388195644,2.73457167805098,0.0223048327137546,0,1
ISIC_0009920,226,12,36,211.0,234.0,13.0,56.0,6.291849806878359,4.8430273300630695,1.473280772672992,0.2994158184841001,2.80568466778817,0.0970579665123044,0,1
ISIC_0009921,241,21,53,223.0,246.0,12.0,51.0,8.312184250350459,5.271733472149922,2.1285707710653536,0.2677384459550071,2.432675973473626,0.1801789580955901,0,1
ISIC_0009923,220,18,44,196.0,204.0,4.0,38.0,2.631482610180641,4.356037151702786,1.424876800398502,0.812361076806108,2.536371037485881,0.010213635202996,0,1
ISIC_0009925,233,24,50,197.0,208.0,6.0,32.0,3.2625760430616544,4.698786581013562,1.6380336771730608,0.655619114613136,2.459933265124558,0.0219981668194317,0,1
ISIC_0009929,197,77,98,177.0,188.0,5.0,27.0,3.9130045393203288,5.493638676844784,1.5630502679490583,0.4197080308854775,2.247215022848027,0.24,0,1
ISIC_0009930,197,42,65,177.4,189.0,6.0,41.0,3.924045886545888,4.953684210526316,1.477687497788058,0.3893833026357799,1.9362349150879743,0.2142857142857143,0,1
ISIC_0009931,159,36,52,172.0,183.0,6.0,37.0,3.2904361414776515,4.558275678552421,1.4609774081080305,0.5711611706559034,2.3496129047591667,0.0096308186195826,0,1
ISIC_0009932,140,59,67,162.0,171.0,5.0,31.0,1.0367361096296446,5.355903749300504,1.5618925869149878,1.5387665886908837,2.093794276655831,0.0963855421686747,0,1
ISIC_0009933,167,76,102,195.0,220.0,15.0,47.0,3.320671136242301,5.3126593033135086,1.5465653282175131,0.6274980743925629,2.5891965513249766,0.175578132697429,0,1
ISIC_0009935,201,64,83,147.0,162.0,7.0,75.0,14.934094463559584,4.884491978609626,1.4661924491591125,0.1041208848655518,2.317111980948319,0.6977151191054933,0,1
ISIC_0009936,192,54,89,149.0,158.0,5.0,40.0,8.279503870921781,4.723446893787576,1.5899735429836803,0.2035262687675216,2.222637942730324,0.3552313630476386,0,1
ISIC_0009937,187,21,40,156.0,169.0,8.0,60.0,8.931100894874668,5.267549668874172,1.5896252180757369,0.1808446533116248,1.9155659162881224,4.956291390728477,0,1
ISIC_0009938,208,9,33,165.0,185.0,10.0,40.0,2.84365089647412,5.236389684813753,1.603115187844152,0.8451317945870749,2.740630046387004,0.0257234726688102,0,1
ISIC_0009939,149,24,38,145.0,158.0,6.0,41.0,7.3282916013179165,4.140594059405941,1.4046338374515568,0.2154088087935554,2.432801867277864,0.0541334576670963,0,1
ISIC_0009940,182,27,43,168.0,179.0,5.0,27.0,2.3142284350300537,4.827974276527331,1.45019343804671,0.942817780087949,2.638263609250508,0.0081978412351414,0,1
ISIC_0009941,205,34,56,173.0,183.0,5.0,32.0,3.324804607549844,4.979876160990712,1.540062930501068,0.5925126305447248,2.473055720518174,0.0134228187919463,0,1
ISIC_0009942,106,65,59,89.7,144.0,31.0,179.0,18.013291797468767,4.918439716312057,1.4801098054037858,0.1087594767377324,3.50321503884496,0.5946756784716714,0,1
ISIC_0009943,195,13,34,183.0,194.0,6.0,55.0,4.031372092170733,5.359550561797753,1.5501925432684729,0.3877212505326795,1.9922910214573053,1.2236630252246323,0,1
ISIC_0009945,159,19,37,144.0,161.0,9.0,119.0,22.23036627149893,4.647932131495228,1.4431568826997223,0.0704242631130373,2.7532291397801503,0.3194272090732008,0,1
ISIC_0009946,213,21,42,192.0,226.0,23.0,64.0,8.423165229032378,4.77165991902834,1.519793248383725,0.217027601622269,3.143499095327928,0.1933253091147828,0,1
ISIC_0009947,206,31,62,167.0,186.0,10.0,41.0,2.89770119586296,5.012847965738758,1.6447531282281262,0.8033266495766387,2.6827075364392967,0.0254237288135593,0,1
ISIC_0009949,187,77,104,226.0,235.0,5.0,26.0,3.873137251008044,5.389855072463768,1.5761627171770267,0.42907368556181,2.128059592911403,0.0568720379146919,0,1
ISIC_0009950,176,38,68,166.0,181.0,8.0,88.0,12.365339761866885,4.755102040816326,1.4625488362941277,0.129209685259399,2.767300158919672,0.211463930701096,1,0
ISIC_0009951,188,7,24,154.0,166.0,7.0,24.0,3.9697711725984446,5.465211459754434,1.5820944471578604,0.4032716327643765,1.9654004626168649,0.2666666666666666,0,1
ISIC_0009953,179,41,68,174.0,219.0,20.0,152.0,37.01855254933918,4.821165817770232,1.4871334540865346,0.0474025072570069,3.231411112191291,1.7597339798882856,0,1
ISIC_0009954,253,13,47,237.0,248.0,6.0,35.0,4.195802113966409,5.404692082111437,1.5696591032727878,0.3893399675707644,2.2422520020769365,0.2518008142812401,0,1
ISIC_0009955,239,17,31,221.0,249.0,14.0,68.0,8.834840557320662,4.880484114977307,1.476889139826694,0.1889235624462737,2.766510730206869,0.2379992547933398,1,0
ISIC_0009956,187,30,45,193.0,200.0,3.0,40.0,1.251646888920538,4.541850220264317,1.4753019672521348,1.366840576715504,2.2041986377482026,0.0278745644599303,0,1
ISIC_0009958,221,33,70,187.0,205.0,11.0,42.0,5.751112955529712,4.783385909568874,1.4684376341149188,0.2979212338149273,2.6492754627228856,0.0930083967225162,0,1
ISIC_0009960,206,39,65,200.0,217.0,7.0,69.0,8.55831378115073,4.831094049904031,1.4613383679462977,0.181750261995306,2.429876088400885,0.2476084147096833,1,0
ISIC_0009961,199,11,28,193.0,224.0,16.0,100.0,13.910836127600302,5.044705882352941,1.5320970298274017,0.1264621210163476,3.204857786222832,0.2983569979716023,0,1
ISIC_0009962,209,53,97,207.0,238.0,17.0,58.0,6.393164028182122,5.268462610311194,3.460628092247063,1.061100504972856,2.9011458713433385,0.1192051588000704,0,1
ISIC_0009963,202,22,45,180.0,187.0,3.0,30.0,3.988440182632662,5.079044117647059,1.5766730830344484,0.3968041260001942,1.856518380314757,0.7784629981024668,0,1
ISIC_0009964,176,27,46,175.0,184.0,5.0,33.0,3.754417385542599,4.669642857142857,1.444189043245647,0.4365569874119402,2.156683422405291,0.073170731707317,0,1
ISIC_0009965,188,26,46,160.0,180.0,12.0,65.0,5.3290336112236325,4.741016109045849,1.529149053514333,0.3372765367487274,2.6657678198508243,0.0974872356507118,0,1
ISIC_0009966,165,31,49,181.0,192.0,5.0,93.0,15.920931719811644,5.263414634146342,1.5829852270808056,0.1016715295719476,2.026066334759743,1.5952982662356745,0,1
ISIC_0009967,166,28,35,162.0,176.0,6.0,68.0,4.553533844658427,4.813751087902524,1.4758551780734412,0.3460397458444524,2.402031324669589,0.1186212458819187,0,1
ISIC_0009968,202,12,25,150.0,162.0,7.0,25.0,3.729322255475122,4.785398230088496,1.4640002031507626,0.4531330146226286,2.172467628750056,0.0465477114041892,0,1
ISIC_0009969,172,56,75,176.0,187.0,6.0,81.0,3.838065688758165,5.226544622425629,1.518419270296612,0.4346310233359171,2.157794706903012,0.189662134876834,0,1
ISIC_0009971,188,22,41,181.0,192.0,6.0,31.0,3.980248608769736,5.398550724637682,1.5412949622924672,0.3900536526245176,1.9151819017537464,0.3333333333333333,1,0
ISIC_0009972,206,36,67,184.6,219.0,12.0,65.0,8.014820230659925,5.343891402714932,1.5558921327676511,0.247067866951011,2.9143970848828284,0.3361459200770535,0,1
ISIC_0009973,163,94,51,186.0,199.0,8.0,38.0,4.334467657457569,4.895448954489545,1.4942301568760687,0.3577037399764958,2.2697194093598334,0.1022944815914324,0,1
ISIC_0009974,194,58,88,209.0,224.0,7.0,73.0,9.399212448481997,4.991008349389852,1.4870895806362183,0.1625372197046094,2.3505511280663804,0.3197690931841037,0,1
ISIC_0009975,145,160,144,151.0,169.0,10.0,48.0,3.829639684373356,5.154205607476635,1.5158810329934211,0.4640926587070667,2.359290014333716,0.0846703210201657,0,1
ISIC_0009976,251,16,42,225.0,237.0,7.0,32.0,3.73579502538369,5.157635467980295,2.004022609535347,0.5947479062419381,2.28175623982483,0.0613810741687979,0,1
ISIC_0009977,152,39,60,150.0,167.0,8.0,48.0,3.653092857932844,5.611697027804411,1.628082219986594,0.5126749709562491,2.2699604738370125,0.0547945205479452,0,1
ISIC_0009979,237,41,85,236.3,248.0,6.0,71.0,9.038698722805323,4.714987714987715,1.457598600127089,0.1721176281716114,2.3057746075568333,0.2661696178937558,0,1
ISIC_0009981,193,47,70,155.0,169.0,8.0,42.0,3.922750450524247,5.363405336721728,1.6012094223415203,0.4171717242661937,2.195587671763481,0.1583459930495152,0,1
ISIC_0009982,228,27,61,189.0,222.0,18.0,66.0,7.952589475693901,5.58997722095672,1.6458790698017582,0.2365228664941336,2.959382154013412,0.382417285008683,0,1
ISIC_0009987,203,62,103,206.0,224.0,10.0,48.0,4.279124900511157,5.3801261829653,1.7866491329853302,0.4571218367670762,2.423290365854894,0.1055043120509529,0,1
ISIC_0009991,159,43,55,177.0,186.0,4.0,82.0,15.762643765481874,5.058785942492013,1.545586425190332,0.0998124816290133,2.075824392958915,0.6195420660276891,0,1
ISIC_0009993,213,35,67,219.0,227.0,4.0,32.0,1.7042039257042785,4.939563514269726,1.4973618552007828,1.1927100619340414,2.578910987799562,0.0123317233583393,1,0
ISIC_0009994,161,33,44,148.0,168.0,10.0,90.0,14.977342981503313,4.214121258633922,1.4062872867300618,0.097745004947495,2.4172363612133285,0.2292466729645421,0,1
ISIC_0009998,211,58,119,211.0,241.0,21.0,63.0,6.423651600312523,5.122125297383029,1.5556650704995507,0.2891389802357251,2.876074672782829,2.094120312677014,0,1
ISIC_0010000,169,18,31,157.0,169.0,6.0,38.0,4.008936287779764,4.9871500688389165,1.5290872497950694,0.3856102377992502,1.9410507379126656,0.1293443184218769,1,0
ISIC_0010002,142,25,19,102.0,151.0,28.0,82.0,7.199202979574883,5.14771904417089,1.6851412199270157,0.3503803568373017,3.5272812606818884,0.3219273624997887,0,1
ISIC_0010003,184,59,79,183.0,197.0,8.0,49.0,4.000167716319824,5.339144215530904,1.5568640939313978,0.4015993666865599,2.204569377457387,0.156735819516329,0,1
ISIC_0010005,227,25,47,208.0,250.0,26.25,128.0,33.41674630223204,5.438577586206897,1.6789978442234104,0.0527062098681982,3.1542699935200336,1.2642572944297084,0,1
ISIC_0010006,172,54,87,168.0,192.0,10.0,132.0,33.24776006175144,4.862957937584803,1.4806425789046336,0.0479092652370642,2.756810383039844,1.7714315663197862,0,1
ISIC_0010011,232,9,23,191.0,208.0,10.0,48.0,6.938496899556089,4.962411902897416,1.5496910158235029,0.2570473316265886,2.7369898916241584,0.1115998521162226,1,0
ISIC_0010013,229,69,114,230.0,250.0,12.0,59.0,9.51475005009016,5.17562724014337,1.593190347152138,0.1780940635555735,2.5747526969421823,0.2982702197288451,0,1
ISIC_0010014,234,73,131,241.0,252.0,6.0,142.0,39.32244816896137,5.014678899082568,1.5948403463164855,0.0459717147027262,2.807451315759052,1.4218039267037133,0,1
ISIC_0010015,168,28,37,151.0,163.0,7.0,53.0,8.661747423328306,4.607207207207207,1.4326551225672297,0.1709598032758861,2.076947497718429,0.1359640183169595,0,1
ISIC_0010016,196,61,91,182.8,205.0,9.0,53.0,5.393736281199407,4.736766809728183,1.6185300286203672,0.3860859422719646,2.626113577101737,0.0922886307952471,1,0
